city	state	permalink	created_at	lat	long	color	power
Denver	CO	ryxuneg-vaa	18/03/15 22:56	39.778453	-104.983113	blue	50
Charlottesville	VA	oebbxivyyr	19/03/15 18:06	38.031511	-78.482732	blue	50
Gardiner	Montana	grqql-f-lryybjfgbar-pnsr	20/03/15 18:57	45.029938	-110.706586	blue	50
East Troy	WI	qbpxfvqr	20/03/15 19:24	42.826443	-88.367327	blue	50
Gardena	CA	gur-terra-byvir-tneqran	23/03/15 22:42	33.858301	-118.290509	blue	50
Astoria	NY	gur-cbc-one-nfgbevn	24/03/15 22:29	40.772282	-73.929228	blue	50
San Francisco	CA	gur-jubyr-ornfg-ng-gur-lneq	24/03/15 22:47	37.776281	-122.390085	blue	50
Pullman	WA	rgfv-oenib	25/03/15 18:53	46.729392	-117.18109	blue	50
Chatsworth 	CA	ybf-gbebf-zrkvpna-erfgnhenag	25/03/15 21:26	34.257529	-118.603172	blue	50
Venice	California	onealneq-iravpr	25/03/15 21:30	33.986638	-118.471643	blue	50
Astoria	NY	fabjqbavn-nfgbevn	26/03/15 18:18	40.757891	-73.927405	blue	50
New York	New York	wbr-f	26/03/15 22:20	40.785962	-73.976669	blue	50
Chicago	IL	snvejnlf	26/03/15 22:41	41.917808	-87.657017	blue	50
LOS ANGELES	CA	v-ybir-fjrrgrn-2	26/03/15 22:53	34.076884	-118.343774	blue	50
San Francisco	CA	travhf-ovfgeb	27/03/15 20:35	37.790841	-122.40128	blue	50
San Francisco	CA	travhf-rfcerffb-one	27/03/15 20:54	37.790841	-122.40128	blue	50
fish creek	Wisconsin	jvyq-gbzngb	27/03/15 22:23	45.125116	-87.236656	blue	50
Fountain Valley	CA	fvmmyre-sbhagnva-inyyrl	27/03/15 22:46	33.715712	-117.963521	blue	50
Pittsburgh	Pa	gur-gjvfgrq-serapuzna	30/03/15 20:01	40.460263	-79.925334	blue	50
Cypress	TX	zrmmnabggr-evfgbenagr	30/03/15 20:38	29.994963	-95.624704	blue	50
San Jose	CA	sengryyb-evfgbenagr	30/03/15 22:54	37.292214	-121.91246	blue	50
San Francisco	CA	gur-zbax-f-xrggyr	30/03/15 23:29	37.764721	-122.422986	blue	50
New York	NY	ovfgeb-znephf	31/03/15 15:01	40.745196	-73.982317	blue	50
Brooklyn	Ny	bxvjnl	31/03/15 19:16	40.707866	-73.939677	blue	50
Portland	OR	qh-f-tevyy	31/03/15 19:59	45.54114	-122.607825	blue	50
Fort Collins	CO	jvyyvnz-byvire-f-choyvpx-ubhfr	01/04/15 16:34	40.551826	-105.037185	blue	50
New York	NY	ovfgeb-458	01/04/15 16:40	40.73334	-73.99839	blue	50
Grand Rapids	MI	gur-byq-tbng	01/04/15 17:22	42.919047	-85.647106	blue	50
Denver	CO	havba-ybqtr-ab-1	01/04/15 18:27	39.746276	-104.994638	blue	50
Omaha	NE	gndhrevn-gvwhnan	01/04/15 20:20	41.205747	-95.946823	blue	50
Farmingdale	NY	oynpx-sberfg-oerj-unhf	03/04/15 22:07	40.755063	-73.414426	blue	50
Sister Bay	WI	uhfol-f-sbbq-fcvevgf	06/04/15 16:36	45.187536	-87.123009	blue	50
Chicago	Illinois	fba-bs-n-ohgpure	06/04/15 16:44	41.932261	-87.701483	blue	50
Gainesville	va	gehzzre-f-pbssrr-naq-jvar-one	06/04/15 17:19	38.788451	-77.606837	blue	50
Augusta	GA	grerfn-f-zrkvpna-erfgnhenag	06/04/15 20:40	33.508186	-82.043787	blue	50
Minneapolis	Minnesota	erq-jntba-cvmmn-pbzcnal	06/04/15 21:19	44.904513	-93.308612	blue	50
Cleveland	OH	byqr-evire-lnpug-pyho	06/04/15 22:02	41.478936	-81.740413	blue	50
Avalon	California	qvivat-pngnyvan	06/04/15 23:51	33.347017	-118.327508	blue	50
Chicago	IL	cho-eblnyr	07/04/15 15:53	41.902935	-87.679146	blue	50
Nantucket	MA	nzrevpna-frnfbaf	07/04/15 22:05	41.286897	-70.102548	blue	50
Washington	DC	pncvgny-sevatr	07/04/15 23:01	38.901288	-76.986058	blue	50
San Francisco	CA	gur-ovt-erq-ohvyqvat	07/04/15 23:20	37.756034	-122.418592	blue	50
Brooklyn	 New York	zbybxb-one	08/04/15 18:07	40.694976	-73.954823	blue	50
Gainesville	GA	ngynagn-obgnavpny-tneqra-ngynagn	08/04/15 20:38	34.338117	-83.817643	blue	50
Atlanta	GA	ngynagn-obgnavpny-tneqra-tnvarfivyyr	08/04/15 21:05	33.790117	-84.373944	blue	50
West Hartford	CT	vpuveb-uvonpuv-naq-fhfuv	10/04/15 22:04	41.762015	-72.742908	blue	50
San Francisco	CA	fnafbz-ovfgeb	11/04/15 02:38	37.790841	-122.40128	blue	50
San Francisco	CA	zbagtbzrel-pbssrr	11/04/15 02:49	37.790841	-122.40128	blue	50
Harrisonburg	VA	oryyn-tryngb	13/04/15 20:52	38.448704	-78.870241	blue	50
Lindenhurst	IL	punaprf-one	13/04/15 20:55	42.407429	-88.003916	blue	50
Norman	OK	chroyn-abezna	13/04/15 23:51	35.222517	-97.440404	blue	50
Greensboro	NC	cerlre-oerjvat-pbzcnal	14/04/15 17:39	36.079488	-79.793932	blue	50
Minneapolis	MN	eriviny	14/04/15 19:14	44.925193	-93.27791	blue	50
PROVINCETOWN	MA	ndhn-one	14/04/15 19:15	42.048973	-70.188538	blue	50
PROVINCETOWN	MA	1620-oerjubhfr	14/04/15 19:28	42.049626	-70.188907	blue	50
Princeton	CA	byq-cevaprgba-ynaqvat	14/04/15 21:12	37.504986	-122.486171	blue	50
Atlantic Beach	North Carolina	crfpnen	14/04/15 22:07	34.699118	-76.739284	blue	50
San Francisco	CA	qrne-zbz	14/04/15 22:27	37.765625	-122.413403	blue	50
San Francisco	CA	juvfxrl-guvrirf	14/04/15 22:34	37.786228	-122.417151	blue	50
San Francisco	CA	guvrirf-gnirea	14/04/15 22:39	37.768217	-122.42426	blue	50
New York	NY	qnagr-jrfg-ivyyntr	15/04/15 22:00	40.728885	-74.001862	blue	50
Santa Monica	CA	fvzcyrguvatf-fnagn-zbavpn	16/04/15 19:49	34.022177	-118.493973	blue	50
Portsmouth	NH	ebj-34-2aq-ybpngvba	17/04/15 20:00	43.077609	-70.760607	blue	50
Portland	ME	pebbarf-pbpxgnvyf	17/04/15 23:56	43.657992	-70.255587	blue	50
albany	ny	cbegryyv-f-wbr-a-qbhtu-pnsrfrys-freir	20/04/15 16:06	42.706193	-73.866779	blue	50
Sister Bay	WI	ovre-mbg	20/04/15 18:45	45.189166	-87.121527	blue	50
San Francisco	CA	naanoryyr-f-one-ovfgeb	20/04/15 20:49	37.784881	-122.405061	blue	50
South Portland	ME	gur-funpx	21/04/15 16:09	43.632434	-70.303414	blue	50
Austin	TX	whavcre-nhfgva	21/04/15 16:57	30.254884	-97.717724	blue	50
Washington	DC	tnmhmn	21/04/15 20:44	38.912122	-77.044446	blue	50
New Hope 	PA	ybtna-vaa	21/04/15 22:20	40.363402	-74.951628	blue	50
Tomball	TX	envqre-vpr-4	21/04/15 22:34	30.116801	-95.554474	blue	50
Keystone Heights	FL	pbhagel-pngreref-ood-sbbq-gehpx	21/04/15 23:03	29.790039	-82.064163	blue	50
Algoma	WI	nuancrr-oerjrel	22/04/15 21:06	44.609398	-87.435349	blue	50
Phoenix 	AZ	frabe-fhfuv	23/04/15 20:09	33.495912	-112.152804	blue	50
Houston	TX	syhss-onxr-one	24/04/15 16:17	29.751822	-95.376887	blue	50
Miami	For	znxvf-cynpr-onlfvqr	24/04/15 17:03	25.777355	-80.185572	blue	50
Richmond	VA	gnfgr-bs-gbnfg-yyp	24/04/15 17:48	37.549484	-77.452236	blue	50
Washington	DC	qp-tevyy-rkcerff	24/04/15 17:52	38.916073	-77.041381	blue	50
Washington	DC	penar-ghegyr	24/04/15 18:08	38.941725	-77.024557	blue	50
Boone	NC	tnzrxrrcre-erfgnhenag	24/04/15 20:02	36.167946	-81.716661	blue	50
Bar Harbor 	Maine	svqqyrurnqf	24/04/15 23:12	44.383455	-68.2032	blue	50
Chicago	IL	rgab-tebhc-yyp	27/04/15 16:20	41.928715	-87.653588	blue	50
Concord	NH	yvir-whvpr	27/04/15 20:16	43.204009	-71.535618	blue	50
Portland	OR	zhfryrg	27/04/15 20:37	45.510325	-122.678272	blue	50
Hayward	CA	gur-phcpnxr-fubccr-cbf	27/04/15 22:20	37.673637	-122.083478	blue	50
Appleton	WI	fcrnxrnfl-hygen-ybhatr	28/04/15 15:32	44.25888	-88.428922	blue	50
Greensboro	NC	znkvr-o-f	28/04/15 17:05	36.103276	-79.825138	blue	50
Brooklyn	NY	orq-ilar-pbpxgnvy	28/04/15 18:03	40.683035	-73.940625	blue	50
Marysville	MI	unefraf-vfynaq-oerjrel	28/04/15 18:32	42.924454	-82.469645	blue	50
Ketchum	ID 	jnesvryq-qvfgvyyrel-oerjrel	28/04/15 18:33	43.680462	-114.364024	blue	50
Long Island City	NY	yvp-znexrg	28/04/15 18:50	40.747523	-73.945493	blue	50
New York 	Ny	onoh-wv	28/04/15 19:46	40.72746	-73.979185	blue	50
Hattiesburg	MS	pbggba-oyhrf-erfgnhenag	28/04/15 20:51	31.320871	-89.385302	blue	50
Jamestown	NC	crexl-f-pnsr	28/04/15 20:54	35.993899	-79.935989	blue	50
More head City 	NC	yn-creyn	28/04/15 21:40	34.734556	-76.730486	blue	50
Omaha	NE	znevn-obavgn	28/04/15 23:45	41.212918	-95.995295	blue	50
San Antonio	TX	ovt-thvqbf	29/04/15 15:58	29.519081	-98.534617	blue	50
Brooklyn	NY	fnzrfn	29/04/15 17:54	40.668786	-73.929743	blue	50
Rutland	VT	oevk-jvar-one	29/04/15 21:06	43.606091	-72.979126	blue	50
Carson	CA	cbxr-rgp	30/04/15 16:41	33.831354	-118.259861	blue	50
Jacksonville Beach	FL	thfgb	30/04/15 18:58	30.286962	-81.402736	blue	50
Belgrade	MT	qrfreg-ebfr-erfgnhenag-pngrevat	30/04/15 22:53	45.776779	-111.177731	blue	50
Kelso	WA	yrkv-f-cvmmn-cho	30/04/15 23:07	46.187273	-122.90637	blue	50
Montauk	NY	obbol-genc-al	01/05/15 16:45	41.072387	-71.941	blue	50
Nashville	TN	ybir-crnpr-cub	01/05/15 16:49	36.131508	-86.778502	blue	50
Jersey City	NJ	yvoregl-ubhfr-erfgnhenag	01/05/15 18:46	40.709076	-74.040052	blue	50
New York	NY	pvgl-zhffryf	01/05/15 21:15	40.763512	-73.982337	blue	50
Brooklyn	NY	nzrqrb	01/05/15 22:39	40.67838	-73.986287	blue	50
Cornelius	NC	byq-gbja-choyvp-ubhfr	04/05/15 23:37	35.48202	-80.860688	blue	50
New Haven	CT	bnx-unira-gnoyr-one	05/05/15 00:07	41.314909	-72.911283	blue	50
Portland	OR	qne-fnynz	06/05/15 17:18	45.559206	-122.635374	blue	50
Springfield	IL	craal-one	06/05/15 22:27	39.768521	-89.66441	blue	50
sunnyside	NY	fbyryhan	06/05/15 22:41	40.744138	-73.924013	blue	50
Detroit	MI	3svsgl-greenpr	07/05/15 21:49	42.337044	-83.045763	blue	50
Longmont	Colorado	ebfnyrr-f-cvmmrevn	08/05/15 16:41	40.167005	-105.102782	blue	50
New York	NY	yhzcvn-funpx-fzbetnfohet	08/05/15 20:13	40.707088	-74.003546	blue	50
Bedford	PA	gur-gjvfgrq-gebhg	08/05/15 21:26	40.063296	-78.510595	blue	50
Rosebush	MI	ebm-f-qvare	11/05/15 16:49	43.698502	-84.767892	blue	50
Chicago	IL	fbhgucbeg-tebprel-naq-pnsr	13/05/15 19:28	41.946743	-87.664357	blue	50
Seattle	WA	uryyorag-oerjvat-pb	13/05/15 22:45	47.723973	-122.293177	blue	50
Edgartown	MA	fxvaal-f-rqtnegbja	14/05/15 20:00	41.389458	-70.512918	blue	50
"Kailua Kona	"	HI	pvgvmra-vevfu-choyvx-ubhfr	18/05/15 16:21	19.634285	-155.988948	blue	50
Brooklyn	NY	p-zba-rirelobql	18/05/15 21:18	40.688316	-73.956876	blue	50
New York	NY	v-fbqv	18/05/15 21:22	40.733476	-74.005008	blue	50
Windsor	CT	orne-f-fzbxrubhfr-oneorphr	19/05/15 16:19	41.914549	-72.674489	blue	50
Bristol	ME	uneobe-ebbz	19/05/15 21:41	43.881153	-69.499895	blue	50
Milpitas	CA	hbgbzb-fhfuv	19/05/15 23:27	37.430254	-121.9092	blue	50
San Diego	CA	xvgpura-4140	20/05/15 16:02	32.815087	-117.219451	blue	50
Winthrop	WA	pbccre-tynapr	20/05/15 22:20	48.478643	-120.185917	blue	50
San Francisco	California	pvgl-ol-gur-onl	20/05/15 22:56	37.790841	-122.40128	blue	50
Portland	OR	yvy-jnerf	20/05/15 23:30	45.548443	-122.616348	blue	50
Austin	TX	4gu-gnc-oerjvat-pbbcrengvir	21/05/15 18:46	30.385196	-97.711935	blue	50
Southampton	NY	pvepbf-fbhgunzcgba	21/05/15 22:59	40.895061	-72.38819	blue	50
Clarksville	IN	gur-jvqbj-f-jnyx-vpr-pernzrel-naq-ovplpyr-eragnyf	21/05/15 23:02	38.270758	-85.754989	blue	50
Chicago	ILLINOIS (IL)	sverpnxrf-sbbq-gehpx	21/05/15 23:04	41.891408	-87.630427	blue	50
Miami Beach	FL	pnagvan-27	26/05/15 22:15	25.803948	-80.125082	blue	50
Menahga	MN	gur-bhgcbfg	26/05/15 22:17	46.776745	-94.894442	blue	50
New York	NY	znppuvan	27/05/15 00:51	40.801021	-73.967546	green	50
Indianapolis	IN	enzra-enl	27/05/15 19:31	39.883642	-86.072333	green	50
Chicago	IL	frqtjvpx-f-one-tevyy	27/05/15 23:08	41.9177	-87.638587	green	50
New York	NY	ebroyvat-fcbegvat-pyho	27/05/15 23:12	40.717035	-73.954613	green	50
Buena Park	CA	gvpr-ubhfr-pnsr	28/05/15 20:33	33.864758	-117.998462	green	50
Chicago	IL	gur-eriry-ebbz	28/05/15 20:36	41.909797	-87.677062	green	50
San Francisco	CA	jneubefr-jrfg-ubfcvgnyvgl	28/05/15 22:48	37.781883	-122.411323	green	50
Chicago	IL	gur-natel-peno	28/05/15 22:51	41.984582	-87.697159	green	50
San Jose	CA	urael-f-jbeyq-snzbhf-uv-yvsr	28/05/15 22:52	37.335461	-121.898162	green	50
San Francisco	CA	gur-jubyr-ornfg-gur-unyy	28/05/15 23:12	37.781883	-122.411323	green	50
Salem	MA	onzobyvan	29/05/15 19:49	42.520382	-70.891638	green	50
Philadelphia	PA	haqretebhaq-negf	29/05/15 19:53	39.959104	-75.158317	green	50
Valparaiso	IN	svther-rvtug-oerjvat	29/05/15 20:01	41.466599	-87.06123	green	50
Chicago	Illinois	gur-zbanepu	29/05/15 20:27	41.9104	-87.671917	green	50
Ambler	PA	tlcfl-oyh	01/06/15 18:49	40.153971	-75.22272	green	50
Vacaville	CA	shwv-fhfuv-obng-ohssrg	01/06/15 18:53	38.370034	-121.960569	green	50
Eugene	OR	qhpx-one-tevyy	02/06/15 20:00	44.053579	-123.119907	green	50
Yakima	WA	ubc-angvba-oerjvat-pbzcnal	03/06/15 16:27	46.602753	-120.509626	green	50
Talleyville 	DE	pbeare-ovfgeb	03/06/15 17:42	39.808991	-75.546735	green	50
Las vegas	Nevada	terra-ebbz	03/06/15 23:42	36.070302	-115.273224	green	50
Miami 	FL	gur-srqreny	04/06/15 17:05	25.823443	-80.187438	green	50
Brooklyn	NY	xurzvfgel-one-gur-yno	04/06/15 17:10	40.685869	-73.929947	green	50
Surf City	NC	gbc-fnvy-ovfgeb	04/06/15 17:51	34.425539	-77.547666	green	50
Lewisville	Tx	ubyynqnl-sbbq-fcvevgf	05/06/15 22:24	33.046096	-96.994842	green	50
Fernley	NV	ynxr-gnubr-oerjvat-sreayrl	05/06/15 22:29	39.608455	-119.221258	green	50
Orlando	Fl	gbnfgrq-ynxr-aban	08/06/15 17:48	28.410193	-81.243022	green	50
Buffalo	NY	fgreyvat-gnc-jhefg	08/06/15 18:54	42.94742	-78.852596	green	50
Panorama City	California	gbgb-f-frnsbbq-tevyy	08/06/15 18:56	34.221731	-118.447976	green	50
Oak Bluffs	MA	fvera-fhfuv	08/06/15 19:32	41.457079	-70.557683	green	50
Grand Rapids	Michigan	gur-ryrpgevp-purrgnu	08/06/15 21:46	42.955716	-85.643795	green	50
Alexandria Bay	New York 	gur-xvgpura	09/06/15 17:22	44.337017	-75.919981	green	50
Montauk	NY	uneobe-enj-one-arj	09/06/15 18:54	41.072387	-71.941	green	50
Mooresville	IN	mlqrpb-f	11/06/15 18:31	39.612567	-86.374356	green	50
Washington	DC	fbhgurea-rssvpvrapl-rng-gur-evpu	15/06/15 20:34	38.915158	-77.02167	green	50
Richmond	Virginia	gur-zntcvr-ein	15/06/15 20:36	37.55519	-77.450928	green	50
New York	New York	znaunggna-oerj-ivar	15/06/15 20:38	40.801491	-73.961579	green	50
New York	NY	cnfpnybh	16/06/15 17:02	40.785099	-73.95574	green	50
Miami Beach	Florida	obbxf-obbxf-yvapbya-ebnq	16/06/15 22:25	25.790858	-80.138311	green	50
Washington	DC 	qp-goq	17/06/15 19:38	38.881842	-76.994697	green	50
Aspen	CO	zneh-fhfuv	17/06/15 19:40	39.188358	-106.819868	green	50
Narragansett	RI	punve-5	17/06/15 19:42	41.374387	-71.484944	green	50
Brooklyn	NY	snzvyl-fgber	17/06/15 20:48	40.635424	-74.025939	green	50
Camden	Maine	cvt-cbrg	17/06/15 20:50	44.216766	-69.059059	green	50
Milwaukee	WI	zreevzrag-fbpvny	18/06/15 18:51	43.029614	-87.908614	green	50
Occoquan	Virginia	obggyr-fgbc-jvar-fubc	18/06/15 18:52	38.684533	-77.261002	green	50
Hazelcrest 	Il	synibe-oehapu	18/06/15 18:54	41.569074	-87.694251	green	50
Chicago	Illinois	gur-oneeryubhfr-syng	19/06/15 17:12	41.92946	-87.654807	green	50
South Windsor	CT	orne-f-fzbxrubhfr-ood-pngrevat	19/06/15 19:39	41.809094	-72.601763	green	50
San Antonio	TX	lryybj-svfu-fhfuv-fna-nagbavb	19/06/15 22:17	29.59464	-98.527679	green	50
Portland	OR	oheenfpn	22/06/15 22:54	45.50328	-122.64486	green	50
De Pere	WI	cebbs	23/06/15 19:17	44.449777	-88.060843	green	50
Waltham	MA	nzhyrgb-zrkvpna-gnoyr	23/06/15 19:19	42.367955	-71.237185	green	50
Eugene	OR	gur-unzzrerq-ynzo	24/06/15 16:35	44.049857	-123.095047	green	50
Liberty Lake	Washington	gur-ohgpure-oybpx	24/06/15 18:28	47.674162	-117.113376	green	50
Liberty Lake	WA	unl-w-f-ovfgeb	24/06/15 18:30	47.673931	-117.111642	green	50
Stone Harbor	NJ	dhnubtf-frnsbbq-funpx	24/06/15 21:54	39.053254	-74.759404	green	50
Fairfax	CA	ivyyntr-fnxr	27/06/15 00:03	37.986662	-122.5891	green	50
Bridgton	Maine	qevc-znvar	02/07/15 21:13	44.054098	-70.702055	green	50
San Antonio	TX	frean-f-onpxlneq-fcbegf-one	06/07/15 21:23	29.430593	-98.73184	green	50
Hartsdale	NY	xvfuhln	08/07/15 15:32	41.023353	-73.793912	green	50
Dallas	TX	cnedhrg	08/07/15 17:33	32.796569	-96.80495	green	50
Brooklyn 	NY 	oerhxryra-oenffrevr	08/07/15 17:58	40.674468	-73.950333	green	50
Long Beach	ca	purxb-ry-erl-qry-fnenaqrnqb	09/07/15 20:15	33.854562	-118.188949	green	50
Chicago	Il	nzcrefnaq-jvar-one	15/07/15 21:21	41.970175	-87.679198	green	50
Miami	FL	prageb-gnpb	21/07/15 18:40	25.773001	-80.18876	green	50
